Year,Mon,day,Origin-Time - hr - (UTC),Origin-Time - min - (UTC),Origin-Time - sec - (UTC),Latitude - ∞N,Longitude - ∞E,Depth - (Km),Magnitude - (Richter scale)
2016,5,15,6,56,6,23.5,70.35,10,3.3
2016,5,15,13,51,34.2,36.7,71.31,271,4.1
2016,5,15,18,41,21.6,36.68,70.42,146,4.9
2016,5,16,18,3,46.2,26.13,90.28,33,4
2016,5,17,10,12,32.4,26.44,88.96,10,3.1
2016,5,17,11,41,47.2,36.36,71.39,272,3.8
2016,5,18,8,27,4.5,25.56,91.58,16,3.3
2016,5,18,13,23,23.6,17.47,73.81,10,3.7
2016,5,18,16,57,5.5,32.63,95.22,10,4.3
2016,5,18,17,29,38.2,17.42,73.68,10,3.3
2016,5,18,19,17,43,17.39,73.82,10,3.6
2016,5,19,18,7,24.6,17.36,73.82,9,3.5
2016,5,19,23,10,20.5,22.84,94,33,4.5
2016,5,20,1,40,12.5,34.96,69.06,33,4.1
2016,5,20,13,36,17.7,24.91,92.11,15,3.5
2016,5,21,7,58,58.9,28.83,87.52,10,4.1
2016,5,21,11,30,24.5,17.48,73.92,12,3.6
2016,5,21,21,57,38.2,23.92,94.55,80,3.8
2016,5,22,1,32,33,28.48,87.54,10,4.1
2016,5,22,1,46,16.1,28.15,87.87,10,3.3
2016,5,22,1,48,51.2,28.28,87.36,10,5
2016,5,22,2,5,56,28.46,87.46,4,4.8
2016,5,22,2,55,46,28.49,87.47,10,3.3
2016,5,22,4,49,47.5,28.29,87.56,10,4
2016,5,23,18,9,6.4,28.44,87.7,10,3.8
2016,5,23,19,9,55.7,27.68,85.11,10,4
2016,5,24,10,17,54.4,33.16,75.61,10,4.3
2016,5,26,9,29,23.7,28.69,87.69,10,3.5
2016,5,27,5,3,6.5,26.5,96.82,47,4.2
2016,5,27,15,30,21.1,24.85,94.57,83,3.6
2016,5,27,19,8,13.3,36.12,78.06,150,4
2016,5,28,3,12,42,14.95,79.32,38,4
2016,5,28,7,12,31.7,14.94,79.4,11,4.1
2016,5,28,9,39,12.1,27.9,85.51,10,4.2
2016,5,28,11,42,15.1,36.7,70.9,261,4
2016,5,29,0,19,35.7,23.31,70.26,10,3.5
2016,5,29,6,45,55.9,36.31,70.97,211,4.5
2016,5,30,17,40,16.7,31.13,92.43,33,4
2016,5,30,22,39,26.6,25,93.38,16,3.7
2016,5,31,17,42,44.2,36.15,70.6,100,4.4
2016,6,1,17,39,50,36.8,70.97,250,3.9
2016,6,2,5,17,29.2,36.71,71.14,150,3.9
2016,6,3,17,35,47.2,36.62,70.64,200,4.3
2016,6,5,22,48,6.3,36.03,70.19,100,4.5
2016,6,6,12,17,53.2,27.92,94.1,10,4.1
2016,6,7,12,1,11.8,27.4,92.63,5,4
2016,6,7,20,10,36,30.07,80.46,10,3.8
2016,6,8,1,33,46.5,36.58,71.23,150,4.3
2016,6,10,14,21,6.9,22.65,93.86,30,3.8
2016,6,10,23,11,12.8,37.71,71.84,150,5.3
2016,6,11,18,12,21.2,25.74,95.14,90,4.2
2016,6,11,21,54,2.5,36.66,71.21,120,5
2016,6,12,11,20,22.2,17.29,73.81,10,3.6
2016,6,13,19,22,44,27.61,92.75,10,3.4
2016,6,13,23,27,44.7,27.78,84.57,10,3.8
2016,6,15,9,2,10.6,36.05,69.98,100,5.2
2016,6,17,8,45,38.7,36.46,71.01,37,4.3
2016,6,18,16,54,23.2,37.13,71.25,110,4.5
2016,6,21,5,49,50.2,28.29,85.34,10,3.6
2016,6,21,16,47,6,35.87,73.33,35,4.4
2016,6,22,13,3,21,22.72,94.37,100,4.8
2016,6,22,20,23,53.4,31.93,85.32,10,4
2016,6,22,21,55,21.7,24.44,94.3,10,3.9
2016,6,23,11,35,44,35.69,70.76,227,5.8
2016,6,24,17,0,3.5,36.94,71.07,199,5.3
2016,6,24,23,1,15.8,24.15,93.65,10,3
2016,6,25,4,3,50.5,27.31,95.2,5,4.3
2016,6,26,9,14,14.3,35.94,70.56,255,5.3
2016,6,27,0,27,41,22.71,92.25,10,5.4
2016,6,27,5,27,32.7,32.18,68.65,50,4.3
2016,6,27,7,22,10.6,23.18,94.18,5,4
2016,6,27,14,53,1,28.79,87.43,10,4.4
2016,6,28,14,15,34.4,24.48,92.12,10,3.6
2016,6,29,9,10,30.2,29.36,81.26,10,4.4
2016,6,29,9,26,59,29.46,81.48,10,3.9
2016,6,30,20,50,35.7,30.16,70.07,10,4.4
2016,7,1,0,31,15.5,21.33,94.18,171,3.6
2016,7,1,13,48,25.6,36.3,69.85,257,3.9
2016,7,1,19,22,41.7,24.98,95.11,132,4.8
2016,7,2,0,23,46.4,29.48,81.22,10,4
2016,7,2,5,4,14.3,20.77,93.98,80,3.4
2016,7,2,13,29,26.7,25.11,94.37,35,3.5
2016,7,2,23,27,10,36.73,69.1,272,4
2016,7,3,8,9,4,37.65,72.14,130,4.4
2016,7,4,3,31,3,25.98,95.6,115,3.8
2016,7,4,9,31,36.5,29.94,70.32,10,3.6
2016,7,4,12,7,23.7,22.42,93.57,33,3.6
2016,7,5,6,24,58,25.2,94.53,79,3.8
2016,7,5,9,43,45.5,24.83,94.89,125,3.6
2016,7,6,21,2,56.7,36.53,70.38,262,4.5
2016,7,7,3,41,6.5,37.08,71.9,303,4
2016,7,7,4,8,22.5,37.12,71.62,318,4.1
2016,7,7,6,2,14.6,35.21,73.04,33,3.4
2016,7,7,8,41,34.2,36.6,70.65,261,4.5
2016,7,7,8,59,28.2,28.99,84.1,10,3.5
2016,7,7,15,2,52.2,29.4,81.22,13,4
2016,7,7,22,23,21.1,27.88,86.14,10,3.1
2016,7,8,18,37,30,36.85,71.76,200,3.8
2016,7,9,3,26,41.5,36.23,71.56,264,3.9
2016,7,9,6,58,37.9,36.08,72.18,211,3.5
2016,7,9,20,42,9.5,30.37,79.29,10,3.9
2016,7,10,10,58,13.8,36.49,71.35,250,4.1
2016,7,11,6,31,18.2,36.63,72.44,100,3.7
2016,7,11,6,51,23.7,36.32,70.59,220,4.3
2016,7,11,20,23,13,36.75,71.45,314,3.9
2016,7,12,9,5,21.6,36.46,70.35,250,4.6
2016,7,13,9,33,33.7,24.51,94.52,107,3.9
2016,7,13,17,56,31.2,11.83,95.31,10,3.5
2016,7,15,5,51,25.7,26.44,93.36,41,3.2
2016,7,15,16,8,6.5,15.52,93.84,37,3.9
2016,7,17,3,55,2,21.64,72.49,7,4.2
2016,7,17,11,53,55.5,31.15,74.22,30,4.4
2016,7,18,22,41,15.8,36.6,70.46,200,3.8
2016,7,19,3,19,17.7,36.95,71.61,322,4.1
2016,7,19,20,35,1.6,35.62,69.89,115,3.5
2016,7,20,3,23,44.9,22.97,93.99,168,4.4
2016,7,21,14,42,8.3,31.36,77.6,8,3.4
2016,7,21,21,54,0.2,37.26,72.3,297,3.8
2016,7,24,15,33,7.5,12.81,93.22,66,4.2
2016,7,25,3,44,54.2,36.57,71.14,280,4.3
2016,7,25,6,36,17.2,36.65,70.42,200,4.2
2016,7,26,6,6,47,26.49,92.36,34,3.8
2016,7,27,4,20,32.5,21.68,94.22,120,5.1
2016,7,27,16,54,28.1,24.73,94.27,27,4
2016,7,27,23,40,54,28.42,87.63,10,3.4
2016,7,30,11,58,49,29.69,94.72,33,4.4
2016,7,30,20,36,59.5,24.71,94.31,10,3.5
2016,8,1,10,1,10.5,21.35,94.61,123,5.3
2016,8,1,13,38,33.5,31.33,77.55,10,3.9
2016,8,1,22,21,43.9,36.54,71.36,230,3.8
2016,8,2,1,23,54.4,34.19,72.04,33,4.3
2016,8,2,2,24,36.5,24.54,94.43,101,3.7
2016,8,3,9,38,9.8,36.25,69.97,115,4.2
2016,8,3,18,31,22.2,28.58,95.58,19,3.4
2016,8,4,2,20,2.7,35.37,68.59,10,4.8
2016,8,4,17,20,40.2,36.44,70.61,268,4
2016,8,4,21,34,49.2,37.89,72.22,143,4.6
2016,8,8,11,58,4.5,36.15,70.82,253,4
2016,8,11,10,52,30.7,7.51,92.73,15,3.6
2016,8,11,10,55,17,8.22,93.03,15,4.5
2016,8,11,11,44,7.9,36.38,70.92,200,4.7
2016,8,11,13,50,53.9,37.55,72.03,242,4.9
2016,8,11,21,26,50.5,25.65,90.84,8,3.3
2016,8,12,0,46,28.7,34.39,86.27,10,4.4
2016,8,12,12,23,17.6,35.29,81.1,33,3.6
2016,8,13,9,46,15.6,36.81,71.19,248,4.1
2016,8,14,5,8,11.3,29.13,76.89,10,3.4
2016,8,14,21,38,17.2,36.48,71.02,251,4.2
2016,8,15,8,57,9.6,22.61,94.49,118,4.6
2016,8,16,22,35,28.2,36.56,70.53,152,4.4
2016,8,17,13,54,47.2,31.97,77.98,20,3.5
2016,8,18,18,23,58.7,12.01,93.79,97,3.6
2016,8,18,20,5,53.2,30.96,78.14,10,3.5
2016,8,19,10,45,56.9,22.57,95.96,33,3.2
2016,8,19,19,5,33.5,27.56,92.8,10,3.8
2016,8,19,20,1,22.5,37.22,71.96,285,4.3
2016,8,20,21,24,28.2,25.65,93.22,10,3.3
2016,8,21,9,4,15.5,24.86,94.14,53,3.3
2016,8,22,5,28,27.2,25.58,93.55,9,3.2
2016,8,22,9,20,10.1,28.11,76.13,30,3.8
2016,8,22,11,1,12.1,36.46,71.32,289,3.8
2016,8,22,23,5,34,36.44,71.07,232,3.6
2016,8,23,0,0,48.5,25.6,93.21,10,3.1
2016,8,23,2,11,14,23.85,94.39,106,5.4
2016,8,23,22,37,8.3,35.45,69.33,171,4
2016,8,24,10,34,57.5,20.95,94.27,88,6.7
2016,8,24,10,57,17.2,20.88,94.45,90,4
2016,8,25,0,34,4.5,29.8,80.38,12,3
2016,8,26,11,21,26.7,24.26,94.44,105,3.4
2016,8,26,18,20,43.5,9.09,94.47,10,4.4
2016,8,26,18,39,3.7,31.34,73.41,36,3.7
2016,8,27,1,14,32.5,31.35,77.61,7,4.5
2016,8,27,1,23,50,31.42,77.61,10,3.2
2016,8,27,1,35,9,31.34,77.57,10,4.3
2016,8,27,3,38,15.5,31.32,77.54,10,3.9
2016,8,27,7,7,20.2,31.46,77.59,10,3.5
2016,8,27,7,8,46,31.5,77.63,10,3.7
2016,8,27,15,4,44.9,23.93,93.71,77,3.7
2016,8,28,4,50,30.2,36.69,77.39,90,4
2016,8,28,9,18,48,32.79,76.29,10,3.9
2016,8,28,10,1,0.6,25.81,93.17,16,3.1
2016,8,28,12,54,48.9,28.15,88.55,129,3.3
2016,8,28,16,57,31.5,36.33,70.39,126,4.5
2016,8,28,19,41,11.1,25.69,90.84,10,3.6
2016,8,30,8,48,27.6,36.55,70.53,220,3.9
2016,8,30,20,15,39.5,36.52,70.68,291,4.1
2016,8,31,1,26,47.5,24.7,93.39,11,3.2
2016,8,31,9,25,7.4,34.18,86.09,10,4.4
2016,8,31,20,22,46.2,36.36,71.52,224,4
2016,9,2,6,12,45.9,35.99,70.12,90,4.5
2016,9,2,8,19,48.2,34.87,72.21,33,4.4
2016,9,2,14,30,56.5,28.93,94.93,25,4.7
2016,9,3,1,7,56.2,24.43,94.43,96,4
2016,9,3,11,41,14.1,26.53,92,10,3.6
2016,9,3,19,5,15.6,36.49,71.12,100,3.6
2016,9,3,21,38,50.5,27.36,97.29,20,4.1
2016,9,4,13,5,50.9,27.87,92.11,15,3.9
2016,9,4,22,28,40.2,13.62,92.69,5,4.1
2016,9,5,2,4,15.1,27.75,86.25,10,4.1
2016,9,5,4,50,9.8,35.01,72.53,30,4.7
2016,9,5,7,52,35.7,27.18,94.54,10,3.6
2016,9,7,22,21,15.8,28.35,95.01,10,4.1
2016,9,8,20,46,48.9,26.68,89.41,10,3.5
2016,9,9,9,10,49.7,30.05,82.89,20,4.2
2016,9,9,11,3,8.1,36.24,70.28,120,4.3
2016,9,10,0,46,21.2,29.59,82.53,30,4.6
2016,9,10,15,27,25.5,28.59,76.63,10,4.6
2016,9,11,5,7,41.2,9.07,93.51,80,4.2
2016,9,11,7,6,57.5,36.48,70.27,200,4.5
2016,9,11,8,0,37.9,17.7,73.68,10,3.3
2016,9,11,21,46,6.5,26.95,92.45,10,4.3
2016,9,12,5,14,9.8,35.69,70.81,35,4.6
2016,9,12,18,20,48.5,36.53,70.65,150,4.1
2016,9,13,11,59,51.5,10.89,91.51,35,4.7
2016,9,14,11,26,48.5,36.67,70.84,225,4.3
2016,9,15,2,30,43.4,9.93,91.46,10,4.7
2016,9,17,2,46,24.1,24.44,93.82,50,4.1
2016,9,17,11,17,56,27.13,90.02,10,4.5
2016,9,18,5,28,58,26.92,93.64,10,4.2
2016,9,18,14,34,40.5,26.76,88.43,10,3.1
2016,9,18,17,14,16.2,27.76,85.72,5,4.3
2016,9,18,23,39,7.5,7.98,92.12,38,3.4
2016,9,19,12,57,36.5,10.51,92.83,33,3.7
2016,9,20,4,26,15.6,32.03,97.27,10,4.2
2016,9,20,9,42,29.2,37.58,71.73,130,5
2016,9,20,21,59,21.2,26.73,92.57,34,3.9
2016,9,22,13,23,44,24.99,95.54,23,5.2
2016,9,22,20,24,25.7,25.94,68.03,10,4.7
2016,9,23,22,27,18.5,7.96,94.28,30,4.7
2016,9,24,12,28,46.4,36.62,70.44,200,4.2
2016,9,24,18,0,5.5,25.8,94.89,90,3.6
2016,9,25,20,43,59.7,23.61,69.91,15,3.7
2016,9,25,21,41,35.9,30.53,78.98,10,3.9
2016,9,26,0,13,38,36.48,70.61,200,4
2016,9,26,19,4,17,8.3,94.25,10,4.1
2016,9,27,5,11,35.7,37.74,72.62,200,4.3
2016,9,27,5,12,30,37.16,72.38,100,4.5
2016,10,1,8,4,32.7,35.1,73.44,10,5
2016,10,1,11,35,59.4,30.9,88.59,10,4.1
2016,10,1,19,26,36.7,37.4,71.9,156,4.8
2016,10,3,21,16,1.7,24.78,94.7,112,3.6
2016,10,4,14,19,17.6,34.05,75.53,33,3.7
2016,10,5,8,59,30.6,36.53,70.22,100,4.5
2016,10,5,20,3,19.6,34.34,68.9,33,4
2016,10,5,23,44,47.7,36.85,71.57,231,4.4
2016,10,6,14,47,56.5,26.39,92.99,32,4
2016,10,6,23,15,9.1,34.76,69.44,158,4.4
2016,10,7,4,52,31.6,27.67,86.29,10,3.7
2016,10,8,8,10,4.4,28.93,78.11,10,3
2016,10,10,1,58,1.7,36.65,70.92,268,4.1
2016,10,10,6,52,40.5,27.84,87.37,12,4.3
2016,10,11,7,30,13.6,25.34,94.92,104,4.5
2016,10,11,17,41,12.1,25.22,95.35,15,4.5
2016,10,13,6,14,27,27.01,92.02,10,3.2
2016,10,14,2,1,19.7,29.95,80.25,14,3.4
2016,10,14,2,2,55.2,29.99,80.17,4,3.4
2016,10,14,4,51,28.2,32.97,75.92,10,3.7
2016,10,14,10,34,34.5,25.37,91.79,10,3.9
2016,10,14,17,23,19.7,36.72,71.54,277,4.1
2016,10,15,16,54,18.7,37.21,72.24,163,4.3
2016,10,15,17,17,28.2,36.81,71.55,247,4.2
2016,10,16,1,46,43.2,37.88,72.1,100,4.1
2016,10,16,14,19,18.5,36.52,71.06,184,4.1
2016,10,17,0,30,46.7,29.69,80.39,4,3.6
2016,10,17,0,37,7.3,36.87,70.52,195,5
