the_geom,county,city_village_or_cdp,housing_type,complex_name,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,state,latitude,longitude,accuracy_score,accuracy_type,number,street,city,zip,country,source,fixedYear
0101000020E6100000079046AA945452C0C9491751C95F4440,Suffolk,North Babylon,COND,Deer Park Avenue Villas,Jacqueline Way,75,3.7,BUILT,2008,,,1110,New York,40.7483312,-73.3215738,1.0,route,,Jacqueline Way,Babylon,11703.0,US,Google Script,2008.0
0101000020E61000005A48C0E8726852C0852F0219F06E4440,Nassau,Glen Cove,APT,Glen Arms Apts.,"21, 31, 33 Brewster St.",184,4.2,BUILT,1973,,,16,New York,40.866702200000006,-73.6320135,1.0,subpremise,31,Brewster St,,11542.0,US,Google Script,1973.0
0101000020E610000073A0E293A93952C0DA95F14AED6C4440,Suffolk,Yaphank,COND,Country Pointe Meadows (part),Yaphank Woods Blvd&Boulevard W,451,,UC,2017,,,1381,New York,40.8509916,-72.9009752,1.0,route,,Yaphank Woods Blvd,Brookhaven,,US,Google Script,2017.0
0101000020E61000006A0CDF67015652C0B6589B1084664440,Suffolk,Dix Hills,COND,Stone Ridge Estates,Joseph La. & Deer Park Ave.,76,12.0,BUILT,2008,SRCIT,,1445,New York,40.8009053,-73.3438358,1.0,"establishment,point_of_interest",507,Deer Park Ave,Huntington,,US,Google Script,2008.0
0101000020E6100000783B67B0CE5C52C03AC9FBDDE0684440,Suffolk,West Hills,COND,Kensington Estates,1130 W. Jericho Tpke.,80,18.6,UC,2019,SRCIT,,1520,New York,40.8193624,-73.4501153,1.0,street_address,1130,W Jericho Turnpike,Huntington,11753.0,US,Google Script,2019.0
0101000020E61000006B781FEC396B52C0479451C0D14A4440,Nassau,Long Beach,COND,Sandcastles,"730,750 W. Broadway",80,1.5,BUILT,1985,,,608,New York,40.5845261,-73.6754103,1.0,route,,W Broadway,,11561.0,US,Google Script,1985.0
0101000020E61000002E895869F76A52C0D19BE50D8B5F4440,Nassau,Garden City Park,COND,Beechwood at New Hyde Park,Eastern Dr. & Pubins La.,14,1.1,BUILT,1988,,,655,New York,40.746431099999995,-73.67135079999998,1.0,intersection,,,North Hempstead,14730.0,US,Google Script,1988.0
0101000020E610000039B12C3D3F6D52C037925F9A7D6B4440,Nassau,Manorhaven,APT,---,"54, 56 Sintsink Dr. E.",18,0.6,BUILT,1979,,,750,New York,40.8397706,-73.7069848,1.0,subpremise,56,Sintsink Dr E,North Hempstead,11050.0,US,Google Script,1979.0
0101000020E61000006224C511356D52C060217365506B4440,Nassau,Manorhaven,APT,---,"42, 44 Sintsink Dr. E.",32,1.2,BUILT,1982,,,751,New York,40.838390999999994,-73.70636409999999,1.0,subpremise,44,Sintsink Dr E,North Hempstead,11050.0,US,Google Script,1982.0
0101000020E610000013C5F539886952C0191B5F20AD664440,Nassau,Roslyn,COND,Roslyn Landing,504 Grist Mill Cir.,78,11.7,BUILT,2019,,,835,New York,40.802158399999996,-73.64893959999999,1.0,street_address,504,Grist Mill Cir,North Hempstead,11576.0,US,Google Script,2019.0
0101000020E6100000AB0C3E28036352C0DFFEB7EDD6644440,Nassau,Jericho,COND,Hamlet East,Foxwood Dr. & Jericho Tpke.,162,34.0,BUILT,1987,,,924,New York,40.787809100000004,-73.5470677,1.0,intersection,,,Oyster Bay,11753.0,US,Google Script,1987.0
0101000020E6100000610619B7076252C05193CFE1106F4440,Nassau,Oyster Bay,COND,Mariner's Walk,Mariner's Walk & South St.,28,1.9,BUILT,2008,,,940,New York,40.8677027,-73.5317209,1.0,intersection,,,Oyster Bay,11771.0,US,Google Script,2008.0
0101000020E6100000DD5F3DEE5B5E52C0E9B81AD995664440,Nassau,Woodbury,COND,Eagle Chase at Woodbury,Eagle Chase St. & Sunnyside,100,28.0,BUILT,1988,,,955,New York,40.801448,-73.474361,1.0,route,,Eagle Chase,Oyster Bay,11797.0,US,Google Script,1988.0
0101000020E6100000DC018D88988F5DC0CA5D3A9CAF064140,Nassau,Woodbury,COND,Woodbury Village,Village La. & Jericho Tpke.,152,14.0,BUILT,1976,,,963,New York,34.0522342,-118.24368490000002,1.0,"locality,political",,,,11797.0,US,Google Script,1976.0
0101000020E6100000B5AFF2BA345552C047BF6CF1DF594440,Suffolk,Babylon,COND,Village Park,Rosebud La. & Park Ave.,14,1.4,BUILT,2015,,,1055,New York,40.7021467,-73.3313434,1.0,route,,Park Ave,Babylon,11702.0,US,Google Script,2015.0
0101000020E6100000F369BA43AF1A52C07BCCF6D7E18A4440,Suffolk,Southold,COND,Eastwind Shores,51820 Rte. 48,10,2.5,BUILT,1984,,,1906,New York,41.0850172,-72.4169473,1.0,street_address,51820,County Rd 48,Southold,11971.0,US,Google Script,1984.0
0101000020E6100000D244E91C4D1852C026C79DD2C18D4440,Suffolk,Greenport West,APT,Vineyard View,~62800 North Rd.,50,17.3,UC,2019,AFFORD,,1904,New York,41.1074775,-72.3797066,1.0,street_address,62800,N Rd,Southold,,US,Google Script,2019.0
0101000020E61000009492D4F8BB1752C0EF682D16D08C4440,Suffolk,Greenport West,COOP,Driftwood Cove,500 9th St. & Route 25,101,5.1,BUILT,1974,APTCONV,1985,1900,New York,41.100100299999994,-72.3708479,1.0,intersection,,,Southold,,US,Google Script,1974.0
0101000020E610000005B28D2EA55552C0D704076AE7644440,Suffolk,Dix Hills,COND,Seasons at Dix Hills,652 Deer Park Ave.,86,9.0,PROP,2016,SRCIT,,1961,New York,40.7883122,-73.3382069,1.0,street_address,652,Deer Park Ave,Huntington,11729.0,US,Google Script,2016.0
0101000020E61000006021CE1EC35A52C0C9271A5A536F4440,Suffolk,Huntington,COND,Crystal Springs,"99, 131 Spring Rd.",15,4.3,PROP,2019,SRCIT,,1970,New York,40.869731200000004,-73.4181592,1.0,subpremise,131,Spring Rd,Huntington,11743.0,US,Google Script,2019.0
0101000020E61000004C07A172025752C04470B77FC0604440,Suffolk,Wyandanch,APT,Wyandanch Village (part),40 Station Dr. & Straight Path,30,,BUILT,2015,,,1173,New York,40.755874600000006,-73.35952440000001,1.0,street_address,40,Station Dr,Babylon,11798.0,US,Google Script,2015.0
0101000020E6100000583CF548834852C01E54E23AC65F4440,Suffolk,Oakdale,APT,Greenview Commons West,4180 Sunrise Hwy. & Pond Rd.,158,13.0,PROP,2014,SRCIT,,1992,New York,40.748236999999996,-73.133013,1.0,street_address,4180,Sunrise Hwy,Islip,11731.0,US,Google Script,2014.0
0101000020E6100000A59F70766B4052C00929893611724440,Suffolk,Coram,APT,Avalon Pines,Pine Rd. & C.R. 83,450,48.6,BUILT,2005,,,1190,New York,40.8911503,-73.006559,1.0,intersection,,,Brookhaven,11727.0,US,Google Script,2005.0
0101000020E6100000D87C5C1BAA3F52C0A019C407766C4440,Suffolk,Coram,COND,Country Pointe at Coram,Granny Rd. & Elisha Overton Rd,240,51.9,BUILT,2005,,,1194,New York,40.847352,-72.99475749999999,1.0,route,,Granny Rd,Brookhaven,11727.0,US,Google Script,2005.0
0101000020E61000008A71FE26146552C0BF9B6ED921604440,Nassau,New Cassel,COND,The Tiffany,54 School St.,79,1.9,BUILT,1992,SRCIT,,794,New York,40.751033,-73.579355,1.0,street_address,54,School St,North Hempstead,,US,Google Script,1992.0
0101000020E6100000FC1C7AE6C05752C02332079C00614440,Suffolk,Wheatley Heights,COOP,Wheatley Heights Garden Apts.,175 Main Ave.,78,4.9,BUILT,1973,APTCONV,1988,1168,New York,40.7578311,-73.3711487,1.0,street_address,175,Main Ave,Babylon,,US,Google Script,1973.0
0101000020E610000014AE47E1FA3F52C0BB0D6ABFB5744440,Suffolk,Coram,COND,Strathmore Court,Strathmore Ct. Dr. & Canal Rd.,440,63.9,BUILT,"1973, 1985",,,1215,New York,40.9117965,-72.9996875,1.0,intersection,,,Brookhaven,11727.0,US,Google Script,1973.0
0101000020E6100000424AA24D442F52C0DEC83CF207694440,Suffolk,Eastport,COND,Pepperidge Lake,Pepperidge Lake & E. Moriches,34,24.8,BUILT,1984,,,1239,New York,40.820555,-72.7385439,1.0,intersection,,,Brookhaven,13092.0,US,Google Script,1984.0
0101000020E61000005BD5ED47654152C0B6251708A76C4440,Suffolk,Farmingville,APT,Fairfield Hills South,Overlook Dr. & Bicycle Path,202,30.5,BUILT,2002,,,1241,New York,40.8488474,-73.0218067,1.0,intersection,,,Brookhaven,11738.0,US,Google Script,2002.0
0101000020E61000001266DAFE952F52C0079ACFB9DB7B4440,Suffolk,Baiting Hollow,COND,Bluffs at Baiting Hollow,101-618 Fox Hill Dr.,126,18.3,BUILT,1984,,,1729,New York,40.967643,-72.74353,1.0,street_address,101,Fox Hill Dr,Riverhead,,US,Google Script,1984.0
0101000020E61000001829EF3EA24252C0058E1546C4684440,Suffolk,Holtsville,COND,Waverly Estates,Gazebo La. & Express Drive S.,66,9.9,BUILT,1988,,,1247,New York,40.8184898,-73.0411527,1.0,route,,Gazebo Ln,Brookhaven,11742.0,US,Google Script,1988.0
0101000020E61000003CFF2C4C954152C0F0CAE48A41694440,Suffolk,Holtsville,COND,Wildwood Estates,Wildwood Cir &LIE S.Service Rd,58,7.6,BUILT,2014,,,1248,New York,40.822312700000005,-73.0247374,1.0,route,,Wildwood Cir,Brookhaven,501.0,US,Google Script,2014.0
0101000020E61000000C8519645C4652C04CE6B397C8674440,Suffolk,Lake Ronkonkoma,APT,Fairfield at Ronkonkoma,Village Plaza Dr.,60,7.4,BUILT,2005,,,1255,New York,40.8108091,-73.0993891,1.0,route,,Village Plaza Dr,Brookhaven,11779.0,US,Google Script,2005.0
0101000020E6100000AEB8382A376C52C0026729594E624440,Suffolk,Medford,COND,Victorian Homes,S.Service Rd. & California Ave,50,11.6,BUILT,1999,,,1278,New York,40.768015999999996,-73.690867,1.0,"bus_station,establishment,point_of_interest,transit_station",,,North Hempstead,11763.0,US,Google Script,1999.0
0101000020E6100000122C0E677E4052C0FF976BD102784440,Suffolk,Mount Sinai,COND,Ranches at Mount Sinai,Constantine Way & Rte. 25A,186,33.4,BUILT,2003,,,1301,New York,40.937585999999996,-73.007715,1.0,street_address,25,Constantine Way,Brookhaven,11766.0,US,Google Script,2003.0
0101000020E61000005D120C8C614352C09C36E33444774440,Suffolk,Port Jefferson,APT,Barnum House,Route 112 & Barnum Ave.,30,2.0,BUILT,2002,,,1333,New York,40.931769,-73.0528288,1.0,route,,NY-112,Brookhaven,11777.0,US,Google Script,2002.0
0101000020E610000091FB0C5E2A4452C0DD20FF7167744440,Suffolk,Port Jefferson Station,COND,Stonington,Old Town Rd. & Rte. 347,160,25.1,BUILT,1998,,,1355,New York,40.90940689999999,-73.0650859,1.0,intersection,,,Brookhaven,11776.0,US,Google Script,1998.0
0101000020E6100000AFEC82C1353952C029DB76908D6C4440,Suffolk,Yaphank,COND,Colonial Woods,William Floyd Parkway,360,87.4,BUILT,"1973,1983",,,1380,New York,40.8480702,-72.893906,1.0,route,,William Floyd Pkwy,Brookhaven,11980.0,US,Google Script,1973.0
0101000020E61000008AF0E5F42B6552C07B1C61ACCA604440,Nassau,New Cassel,APT,Apex Senior Housing,498 Union Ave.,38,,BUILT,2003,SRCIT-AFFORD,,790,New York,40.7561851,-73.5808079,1.0,street_address,498,Union Ave,North Hempstead,,US,Google Script,2003.0
0101000020E610000089DD8838E7FB51C0821FD5B0DF864440,Suffolk,Montauk,COND,Villas at Montauk Downs,10 Fairway Pl. & Fairview Ave.,24,2.5,BUILT,1980,,,1428,New York,41.0537015,-71.93598759999999,1.0,street_address,10,Fairway Pl,East Hampton,11954.0,US,Google Script,1980.0
0101000020E61000001752D90BE05A52C093F30F6CA66F4440,Suffolk,Huntington,COND,Parkridge,Parkridge Ct.,16,1.4,BUILT,1995,,,1468,New York,40.87226629999999,-73.4199247,1.0,route,,Parkridge Ct,Huntington,11743.0,US,Google Script,1995.0
0101000020E61000002A37514B736752C0B07BE184F85B4440,Nassau,Hempstead,APT,Antioch Citadel of Hope,107 James L. Burrell Ave.,36,1.0,BUILT,2000,SRCIT-AFFORD,,240,New York,40.718521700000004,-73.616412,1.0,premise,107,James L L Burrell Ave,Hempstead,11735.0,US,Google Script,2000.0
0101000020E61000001BD31396786752C02BA391CF2B5A4440,Nassau,Hempstead,APT,Gladys Gardens,"20,40 Gladys Ave.",30,1.0,BUILT,1972,AFFORD,,261,New York,40.704462,-73.61673499999999,1.0,street_address,20-40,Gladys Ave,Hempstead,11549.0,US,Google Script,1972.0
0101000020E6100000B8DAD48A805652C046BCD0B760724440,Suffolk,Northport,COND,Greentree at Northport,North Rd. & Lisa Dr.,63,28.2,BUILT,"1983,1986",,,1516,New York,40.8935766,-73.3515956,1.0,route,,North Rd,Huntington,11768.0,US,Google Script,1983.0
0101000020E6100000EDE016E2475A52C08A288128F3674440,Suffolk,West Hills,COND,Whitman Ridge,Whitman Ridge Dr.& Overhill Rd,17,4.6,BUILT,1993,,,1521,New York,40.8121081,-73.41063740000001,1.0,intersection,,,Huntington,13804.0,US,Google Script,1993.0
0101000020E6100000626E522C125052C0BB4ED99F7A5C4440,Suffolk,Bay Shore,APT,Chelsea Place,1010-128 Railroad Av & Park Av,26,0.6,BUILT,2009,,,1536,New York,40.722492200000005,-73.2511092,1.0,route,,Park Ave,Islip,11702.0,US,Google Script,2009.0
0101000020E61000001603DA0CA65052C09929ADBF255E4440,Suffolk,Bay Shore,COND,Dogwood Estates,Trim St. & N. Park Ave.,36,5.8,BUILT,1990,,,1539,New York,40.735527000000005,-73.26013490000001,1.0,intersection,,,Islip,11763.0,US,Google Script,1990.0
0101000020E610000086F24FBABE4352C04E147C2EAE5F4440,Suffolk,Bayport,COND,Lakeview Woods,414 Lakeview Ave.&Montauk Hwy.,32,8.2,BUILT,2009,,,1577,New York,40.7475031,-73.05851609999999,1.0,street_address,414,Lakeview Ave,Islip,11705.0,US,Google Script,2009.0
0101000020E610000010A15BF9F66852C06AF06371A4514440,Nassau,Oceanside,COOP,Theresa Gardens,Mahland Pl. & Long Beach Rd.,22,,BUILT,2007,SRCIT-AFFORD,,407,New York,40.6378309,-73.64007409999999,1.0,intersection,,,Hempstead,11572.0,US,Google Script,2007.0
0101000020E6100000DA7D7D63BE4452C0458545A055624440,Suffolk,Holbrook,APT,Saddle Rock,Saddle Rock Rd. & Sunrise Hwy.,330,41.6,BUILT,1995,,,1650,New York,40.7682381,-73.0741204,1.0,"establishment,point_of_interest",1000,Saddle Rock Rd,Islip,11741.0,US,Google Script,1995.0
0101000020E61000004427953A924D52C00A592778545D4440,Suffolk,Islip,APT,Meridian Lofts,16 Willow Ave. & Main St.,10,0.2,BUILT,2018,,,1674,New York,40.7291403,-73.2120501,1.0,premise,16,Willow Ave,Islip,11937.0,US,Google Script,2018.0
0101000020E6100000C6E0BC932A4752C02DF9E989F85E4440,Suffolk,Oakdale,COND,Willow Wood,Willow Wood Dr. & Locust Ave.,67,23.0,BUILT,2003,,,1692,New York,40.7419598,-73.11197370000001,1.0,intersection,,,Islip,11769.0,US,Google Script,2003.0
0101000020E61000003C3FD69D382052C0E02EFB75A7704440,Suffolk,Hampton Bays,COND,Canoe Place Landing,Canoe Place Landing,12,4.5,BUILT,2015,,,1766,New York,40.8801105,-72.5034556,1.0,route,,Canoe Place Rd,Southampton,11946.0,US,Google Script,2015.0
0101000020E6100000E7093A10C81952C0794B83EC06764440,Suffolk,North Sea,COND,Courtyards at Southampton,Savannah La. & Majors Path,50,8.8,BUILT,2007,,,1785,New York,40.9220863,-72.4028359,1.0,route,,Majors Path,Southampton,11968.0,US,Google Script,2007.0
0101000020E610000083B641927E1C52C055AD3BCC4D714440,Suffolk,Shinnecock Hills,COND,Pond Crossing at Southampton,Pond Crossing & Dellaria Ave.,16,4.5,BUILT,2009,,,1798,New York,40.885186700000006,-72.4452253,1.0,intersection,,,Southampton,11779.0,US,Google Script,2009.0
0101000020E610000071DB08D5171B52C031B6B52A2E724440,Suffolk,Tuckahoe,COND,Southampton Pointe,Village Green Dr & Tuckahoe La,50,7.3,BUILT,2018,,,1813,New York,40.8920339,-72.4233296,1.0,"establishment,point_of_interest",,,Southampton,10707.0,US,Google Script,2018.0
0101000020E610000049957208E65152C0631FAEE64A6C4440,Suffolk,Commack,COND,Indian Head Forest,Madder Lake Cir. & Indian Head,56,10.5,BUILT,1988,,,1848,New York,40.846035799999996,-73.27966509999999,1.0,intersection,,,Smithtown,11725.0,US,Google Script,1988.0
0101000020E6100000A6B228ECA24B52C02D6B5155576B4440,Suffolk,Hauppauge,COND,Hidden Ponds,Hidden Ponds Cir. & Rte. 347,300,47.6,BUILT,"1985, 1998",,,1855,New York,40.8386027,-73.18181899999999,1.0,intersection,,,Smithtown,11787.0,US,Google Script,1985.0
0101000020E6100000048BC3995F4E52C0CEAC003A27694440,Suffolk,Hauppauge,COND,Stonebridge Estates,Redan Dr. & Veterans Mem. Hwy.,105,135.0,BUILT,2001,,,1856,New York,40.8215096,-73.224585,1.0,"establishment,local_government_office,point_of_interest",100,Veterans Memorial Hwy,Islip,11787.0,US,Google Script,2001.0
0101000020E6100000719EFBBC734652C00A078C3F9B674440,Suffolk,Lake Ronkonkoma,APT,Alston Station Square(Phase I),"1000, 2000,3000 Mill Rd.",489,11.9,UC,2018,,,1252,New York,40.809425299999994,-73.1008141,1.0,street_address,1000,Mill Rd,Brookhaven,11779.0,US,Google Script,2018.0
0101000020E61000008315A75A0B3052C069A7E672837B4440,Suffolk,Baiting Hollow,COND,Golf Villas,4001-4015 The Fairway,16,3.6,BUILT,1995,,,1730,New York,40.964949,-72.750693,1.0,street_address,4001,The Fairway,Riverhead,,US,Google Script,1995.0
0101000020E61000008AAE0B3F386F52C0A47213B534674440,Nassau,Great Neck,APT,---,733-41 Middle Neck Rd,25,,PROP,2020,,,2019,New York,40.8062964,-73.7378083,,,,Middle Neck Rd,Great Neck,11024.0,US,manual,2020.0
0101000020E6100000E5F04927126652C00B7F86376B5C4440,Nassau,Uniondale,APT,Nassau Hub,TBD,500,70.0,PROP,2019,,,2017,New York,40.722021999999996,-73.5948586,,,,,Hempstead,11550.0,US,manual,2019.0
0101000020E6100000A80AFC975A5A52C0A20914B1886D4440,Suffolk,Huntington Station,APT,Havasay,~1080 New York Ave.,14,0.4,PROP,2019,,,1971,New York,40.855734000000005,-73.41177940000001,1.0,street_address,1080,New York Ave,Huntington,11746.0,US,Google Script,2019.0
0101000020E610000052488D64EA3352C054E7ACAAF2664440,Suffolk,Moriches,COND,South Moriches Realty,Montauk Hwy. & Frowein Rd.,96,16.4,PROP,2011,SRCIT,,1941,New York,40.804280600000006,-72.81118120000001,1.0,intersection,,,Brookhaven,11955.0,US,Google Script,2011.0
0101000020E61000002958E36C3A1152C0691EC022BF7E4440,Suffolk,Wainscott,APT,Town of East Hampton,780 Rte. 114,40,6.4,PROP,2018,AFFORD,,1958,New York,40.990208,-72.269191,1.0,street_address,780,NY-114,East Hampton,11975.0,US,Google Script,2018.0
0101000020E6100000F9F4D896016952C031957EC2D9594440,Nassau,West Hempstead,APT,AVF Carting property,40 Hempstead Gardens Dr.,60,2.0,PROP,2011,,,989,New York,40.701958000000005,-73.640722,1.0,rooftop,40,Hempstead Gardens Dr,West Hempstead,11552.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2011.0
0101000020E6100000BB5F05F86E6552C0033E3F8C10544440,Nassau,Freeport,APT,Plaza West site,70 W. Sunrise Hwy.,250,,PROP,2017,SRCIT,,971,New York,40.656755,-73.584898,1.0,rooftop,70,W Sunrise Hwy,Freeport,11520.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2017.0
0101000020E6100000FE9DEDD11B6952C02AE620E8684B4440,Nassau,Long Beach,APT,iStar Financial,"E.Broadway, W/Long Beach Blvd.",522,6.0,PROP,2013,,,991,New York,40.589139,-73.642323,1.0,place,,,Long Beach,11561.0,US,TIGER/Line® dataset from the US Census Bureau,2013.0
0101000020E6100000D447E00F3F6052C0F4A8F8BF235E4440,Nassau,Levittown,COND,schools site,Farmedge Rd.,247,11.0,PROP,2014,SRCIT,,978,New York,40.735465999999995,-73.503849,1.0,street_center,,Farmedge Rd,Levittown,11756.0,US,TIGER/Line® dataset from the US Census Bureau,2014.0
0101000020E61000002B4D4A41B76152C0C478CDAB3A634440,Nassau,Hicksville,APT,Sears site,195 N. Broadway,596,26.0,PROP,2018,,,1007,New York,40.775228000000006,-73.52681,1.0,rooftop,195,N Broadway,Hicksville,11801.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2018.0
0101000020E6100000BD70E7C2486552C0FD304278B4594440,Nassau,Uniondale,APT,on A Holly Paterson grounds,875 Jerusalem Ave.,192,4.0,PROP,2017,SRCIT,,987,New York,40.70082,-73.582566,1.0,rooftop,875,Jerusalem Ave,Uniondale,11553.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2017.0
0101000020E610000048179B560A5C52C0A06B5F402F5E4440,Suffolk,East Farmingdale,APT,Parkway Properties,380 Eastern Pkwy. & Denton Pl.,48,2.5,PROP,2014,,,1920,New York,40.735817,-73.438131,0.75,intersection,,Eastern Pkwy,Farmingdale,11735.0,US,TIGER/Line® dataset from the US Census Bureau,2014.0
0101000020E6100000C139234A7B5A52C0280CCA349A584440,Suffolk,North Amityville,COND,Bunt Development,330 Albany Ave.,80,6.0,PROP,2017,,,1924,New York,40.692206,-73.413775,1.0,rooftop,330,Albany Ave,Amityville,11701.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2017.0
0101000020E6100000685E0EBBEF5952C0C0CFB870205A4440,Suffolk,North Amityville,APT,MR Property Builders,550 Albany Ave.,24,2.4,PROP,2018,,,1925,New York,40.704115,-73.40525699999999,1.0,rooftop,550,Albany Ave,Amityville,11701.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2018.0
0101000020E61000000ED76A0F7B6252C0BEBF417BF5654440,Nassau,Jericho,COOP,Engel Berman,Old Cedar Swamp Rd.,70,3.4,PROP,2014,SRCIT,,1009,New York,40.796554,-73.538761,1.0,street_center,,Old Cedar Swamp Rd,Jericho,11753.0,US,TIGER/Line® dataset from the US Census Bureau,2014.0
0101000020E6100000967B8159A15E52C04E9A0645F3624440,Nassau,Plainview,APT,Capitol Seniors Housing,9 Gerhard Rd.,111,4.9,PROP,2019,SRCIT,,1010,New York,40.773049,-73.478598,1.0,rooftop,9,Gerhard Rd,Plainview,11803.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2019.0
0101000020E61000005B5EB9DE365B52C0C423F1F274704440,Suffolk,Halesite,APT,Valencia Tavern site,236 Wall St.,24,0.6,PROP,2017,,,1966,New York,40.878569,-73.425224,1.0,range_interpolation,236,Wall St,Huntington,11743.0,US,TIGER/Line® dataset from the US Census Bureau,2017.0
0101000020E6100000A1A2EA573A5B52C02FFA0AD28C6F4440,Suffolk,Huntington,APT,Downtown Huntington,235-243 Main St.,84,1.4,PROP,2017,,,1968,New York,40.871485,-73.425436,1.0,rooftop,243,Main St,Huntington,11743.0,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2017.0
